date,time_class,opening,move_no,side,phase,sharp,loss,played,best,fen,game
2026-08-29,rapid,Kings Gambit Accepted Kings Knight Gambit,16,black,middlegame,False,41.2,c6,O-O,r1bbk2r/1pp1np2/7p/1N2q1pB/P4p2/2P5/6PP/R1BQ1RK1 b kq - 1 16,https://www.chess.com/game/live/173711651438
2026-08-29,rapid,Kings Pawn Opening Leonardis Variation,22,black,middlegame,False,33.7,Re8,Be7,r1nb1rk1/p4pp1/2p2q1p/P1Bnp3/1P6/5NPB/2P1NPKP/R2Q4 b - - 1 22,https://www.chess.com/game/live/173711057690
2026-08-29,rapid,Kings Pawn Opening Leonardis Variation,26,black,middlegame,False,24.9,Qe6,Ne3+,r1nb1k2/p4pp1/2q4p/P2nN3/1P6/6P1/2P1NPKP/R2Q4 b - - 0 26,https://www.chess.com/game/live/173711057690
2026-08-29,rapid,Kings Pawn Opening Leonardis Variation,29,black,middlegame,False,82.7,Rb8,Nb6,r1nb1k2/p4pp1/7p/P2Q4/1P3P2/6P1/2P1N1KP/q7 b - - 0 29,https://www.chess.com/game/live/173711057690
2026-08-29,rapid,Kings Pawn Opening Leonardis Variation,30,black,middlegame,True,66.1,Be7,Nxd6,1rnb1k2/p4pp1/3Q3p/P7/1P3P2/6P1/2P1N1KP/q7 b - - 2 30,https://www.chess.com/game/live/173711057690
2026-08-29,rapid,Kings Pawn Opening Leonardis Variation,49,black,middlegame,False,32.1,Kg8,g6,5k2/p3b1p1/Pq3p1p/1P3P2/2P1Q1PK/7P/8/8 b - - 0 49,https://www.chess.com/game/live/173711057690
2026-08-29,rapid,Kings Pawn Opening Leonardis Variation,53,black,middlegame,False,22.2,Kg8,Qd6,8/p3b1pk/P4p2/1Pq2PPK/2P1Q3/8/8/8 b - - 0 53,https://www.chess.com/game/live/173711057690
2026-08-29,rapid,Kings Pawn Opening Leonardis Variation,57,black,middlegame,False,29.8,Qc5,Qe4+,7k/p3bQp1/P4pP1/1P3q2/2P4K/8/8/8 b - - 1 57,https://www.chess.com/game/live/173711057690
2026-08-29,rapid,Kings Pawn Opening Leonardis Variation,61,black,middlegame,False,56.6,Bc5,Bd6+,5bk1/p5p1/P4pP1/1P4q1/2P1Q3/8/7K/8 b - - 9 61,https://www.chess.com/game/live/173711057690
2026-08-29,rapid,Kings Pawn Opening Leonardis Variation,65,black,middlegame,False,40.4,Qa8,Qe2+,4qbk1/P5p1/5p2/1P6/2PQ4/8/7K/8 b - - 0 65,https://www.chess.com/game/live/173711057690
2026-08-29,rapid,Kings Pawn Opening,7,white,opening,False,22.4,b4,Bb3,r1bq1rk1/pppp1pbp/2n2np1/4p3/2B1P3/2P2Q1P/PP1P1PP1/RNB1K1NR w KQ - 1 7,https://www.chess.com/game/live/173710494024
2026-08-29,rapid,Kings Pawn Opening,32,white,middlegame,False,20.5,Qd6,Qe2,5rk1/8/p1n1p1r1/Ppq1p1p1/4PbNp/3Q1P1P/2N3P1/3R1R1K w - - 4 32,https://www.chess.com/game/live/173710494024
2026-08-29,rapid,Pirc Defense,5,white,opening,True,32.8,h3,e5,rnbqkb1r/p3pppp/1p1p1n2/2p5/4P3/2PP1Q2/PP3PPP/RNB1KBNR w KQkq - 1 5,https://www.chess.com/game/live/173678952680
2026-08-29,rapid,Pirc Defense,22,white,middlegame,False,20.3,a6,e5,r2q1n2/4bpkp/2bppnp1/P1p5/2P1P3/1N3NQP/4BPP1/R4RK1 w - - 3 22,https://www.chess.com/game/live/173678952680
2026-08-29,rapid,Pirc Defense,23,white,middlegame,False,23.1,e5,Nbd2,r4n2/4bpkp/Pqbppnp1/2p5/2P1P3/1N3NQP/4BPP1/R4RK1 w - - 1 23,https://www.chess.com/game/live/173678952680
2026-08-28,rapid,Queens Pawn Opening Horwitz Defense,10,black,opening,False,21.5,Qxg2,Nd7,rnb1k1nr/1pp2pp1/p2p1bqp/3Pp3/4P3/2N1BN1P/PPPQBPP1/2KR3R b kq - 8 10,https://www.chess.com/game/live/173674401196
2026-08-28,rapid,Queens Pawn Opening Horwitz Defense,16,black,middlegame,False,28.1,a5,b5,rnb1k2r/2p1npp1/pp1p1b1p/3Pp2P/N3q3/1PQ1BN2/P1P1BP2/2KR3R b kq - 1 16,https://www.chess.com/game/live/173674401196
2026-08-28,rapid,Queens Pawn Opening Horwitz Defense,18,black,middlegame,True,26.6,Nxd5,Qxe2,rnb2rk1/2Q1npp1/1B1p1b1p/p2Pp2P/N3q3/1P3N2/P1P1BP2/2KR3R b - - 0 18,https://www.chess.com/game/live/173674401196
2026-08-28,rapid,Queens Pawn Opening Horwitz Defense,20,black,middlegame,True,40.2,Ra6,Qxe2,rnb2rk1/5pp1/1N1Q1b1p/p3p2P/4q3/1P3N2/P1P1BP2/2KR3R b - - 0 20,https://www.chess.com/game/live/173674401196
2026-08-28,rapid,Queens Pawn Opening Horwitz Defense,24,black,middlegame,False,48.5,Rb6,Re6,2N2rk1/1Q3pp1/r6p/p3p1bP/8/1P6/P1PN1q2/2KR3R b - - 2 24,https://www.chess.com/game/live/173674401196
2026-08-28,rapid,English Opening Kings English Variation,6,black,opening,False,21.2,Nc6,Nf6,rnb1k1nr/pppp1ppp/4q3/8/1bPP4/2N5/PP2BPPP/R1BQK1NR b KQkq - 4 6,https://www.chess.com/game/live/173674166436
2026-08-28,rapid,Kings Pawn Opening,16,white,middlegame,True,45.1,gxf3,Bxf3,r1b2rk1/1p3pb1/p1p3pp/P2Bp3/1P6/2PP1q1P/4NPP1/RN2K2R w KQ - 0 16,https://www.chess.com/game/live/173630693326
2026-08-28,rapid,Kings Pawn Opening,40,white,middlegame,True,28.3,f4,Rb7+,r7/3k2b1/pR5p/P5p1/4N3/5PK1/5P2/8 w - - 5 40,https://www.chess.com/game/live/173630693326
2026-08-28,rapid,Kings Pawn Opening,42,white,middlegame,True,29.9,Kg3,Rb7+,r7/3k2b1/pR6/P6p/4NK2/8/5P2/8 w - - 0 42,https://www.chess.com/game/live/173630693326
2026-08-28,rapid,Kings Pawn Opening,43,white,middlegame,True,66.8,f3,Rd6+,r7/3k4/pR6/P6p/3bN3/6K1/5P2/8 w - - 2 43,https://www.chess.com/game/live/173630693326
2026-08-28,rapid,Caro Kann Defense Advance Variation,24,white,middlegame,True,21.5,b4,Bxb8,1r2rnk1/p3q1pp/4bn2/3p4/3P1B2/1PP2Q1P/4BPP1/R4RK1 w - - 1 24,https://www.chess.com/game/live/173630379232
2026-08-27,rapid,Bishops Opening,15,black,middlegame,False,20.0,O-O,Bb7,r1b1k2r/4bppp/p2p1nq1/2p5/2PpP1P1/1P3Q1P/PBPN1P2/2KR2R1 b kq - 0 15,https://www.chess.com/game/live/173582775208
2026-08-27,rapid,Bishops Opening,19,black,middlegame,False,47.8,a4,Be6,r1b2rk1/4bppp/5nq1/p3B3/1pP3P1/5Q1P/P1PN1P2/2KR2R1 b - - 0 19,https://www.chess.com/game/live/173582775208
2026-08-26,rapid,Modern Defense with,37,white,middlegame,False,24.6,Kg3,Rd7+,1r6/4k2p/3R2p1/1p6/6PP/1P1R4/1r3PK1/8 w - - 1 37,https://www.chess.com/game/live/173559324802
2026-08-26,rapid,Nimzowitsch Defense Kennedy Variation,11,black,opening,False,36.4,Nxe5,Qg6,r1b1kbnr/pppn1pp1/5q1p/4P3/3N4/2P5/PP4PP/RNBQ1RK1 b kq - 0 11,https://www.chess.com/game/live/173558121680
2026-08-26,rapid,Nimzowitsch Defense Kennedy Variation,18,black,middlegame,False,73.5,Be6,Rd7,2kr2nr/1pp1bp2/p4p1p/5b2/2Q2B2/2P5/PP4PP/R5K1 b - - 1 18,https://www.chess.com/game/live/173558121680
2026-08-26,rapid,Kings Pawn Opening,30,white,middlegame,False,28.9,Kf2,Rfe1,2k4r/pp2q3/2p1b3/P6r/6p1/3PQ1P1/1PP3B1/R4RK1 w - - 1 30,https://www.chess.com/game/live/173557716376
2026-08-26,rapid,Kings Pawn Opening,35,white,middlegame,False,24.4,b3,Bxb7+,2k5/pp6/3qb3/P1p5/2P3p1/3PQ1P1/1P2KRBr/8 w - - 0 35,https://www.chess.com/game/live/173557716376
2026-08-26,rapid,French Defense Normal Variation,29,black,middlegame,False,59.0,Bxb5,bxa6,2k3r1/1ppb4/P3p2r/1N3p2/2P4p/3R4/5PPP/b5K1 b - - 0 29,https://www.chess.com/game/live/173535194316
2026-08-26,rapid,Queens Pawn Opening Horwitz Defense,13,black,middlegame,True,20.5,Bxg3,bxc6,3rk1nr/ppp2pp1/2Nb1q1p/8/8/4P1B1/PPP1QPPP/RN3RK1 b k - 0 13,https://www.chess.com/game/live/173535069320
2026-08-26,rapid,Queens Pawn Opening Horwitz Defense,23,black,middlegame,False,22.6,Rg8,Qxe3+,5r2/pp3p1k/2p2p1p/2N1q3/6Q1/1P2P1P1/P1P3PP/5RK1 b - - 5 23,https://www.chess.com/game/live/173535069320
2026-08-26,rapid,Owens Defense,39,white,middlegame,False,41.1,Kf3,Qe3,8/2r4p/1q2pkp1/p2p1p2/3P1P2/2PQ3P/2B2KP1/R7 w - - 3 39,https://www.chess.com/game/live/173534675498
2026-08-26,rapid,Owens Defense,40,white,middlegame,False,25.9,g4,Ra2,8/7p/1q2pkp1/p2p1p2/2rP1P2/2PQ1K1P/2B3P1/R7 w - - 5 40,https://www.chess.com/game/live/173534675498
2026-08-26,rapid,Owens Defense,44,white,endgame,True,39.3,Kg2,Bxd3,8/4k2p/4p1p1/p2p1pP1/3P1P2/3r1K1P/1RB5/8 w - - 0 44,https://www.chess.com/game/live/173534675498
2026-08-26,rapid,Owens Defense,49,white,endgame,False,24.6,Bb3,Bd1,8/R7/3kp1p1/3p1pP1/2r2P2/p5KP/2B5/8 w - - 2 49,https://www.chess.com/game/live/173534675498
2026-08-25,rapid,Scandinavian Defense,9,white,opening,False,26.8,Qf3,Ne2,r2qk1nr/3nppbp/p3b1p1/1pppP3/3P4/2P4P/PPB2PP1/RNBQK1NR w KQkq - 0 9,https://www.chess.com/game/live/173525959026
2026-08-25,rapid,Scandinavian Defense,18,white,middlegame,False,25.9,Bb2,Rfe1,r2qk2r/3b1pbp/1n4p1/pp2Pp2/2pP4/B1P2QNP/P2N1PP1/R4RK1 w kq - 0 18,https://www.chess.com/game/live/173525959026
2026-08-25,rapid,Kings Pawn Opening Kings Knight Variation,9,black,opening,False,28.7,c6,Qa5,r1b1k1nr/ppp1bppp/8/4q3/4B3/8/PPP2PPP/RNBQR1K1 b kq - 2 9,https://www.chess.com/game/live/173525910330
2026-08-25,rapid,Pirc Defense,10,white,opening,False,26.2,c4,Nd2,rn1q1rk1/pp1bppbp/3p1np1/2pP2B1/4P3/2P2Q1P/PP3PP1/RN2KBNR w KQ - 1 10,https://www.chess.com/game/live/173525460038
2026-08-25,rapid,Pirc Defense,53,white,middlegame,False,47.5,Bd8,Qe4+,8/7Q/8/R5B1/P5kP/1P4P1/6K1/8 w - - 5 53,https://www.chess.com/game/live/173525460038
2026-08-25,rapid,Bishops Opening,22,black,middlegame,False,84.9,Rh7,Bg4,r1b3kr/6p1/2n3Np/p7/1p2N3/8/PPP4b/R3KR2 b Q - 1 22,https://www.chess.com/game/live/173525148528
2026-08-25,rapid,Pirc Defense Maroczy Defense,38,black,endgame,False,23.5,h3,g3,8/p3k3/P1p2p2/2N5/6pp/1K6/P1P1b3/6B1 b - - 1 38,https://www.chess.com/game/live/173519521166
2026-08-25,rapid,Pirc Defense Maroczy Defense,45,black,endgame,True,30.1,Kg4,f4,8/p7/P1p5/2K2pk1/8/3P2Bp/P7/8 b - - 2 45,https://www.chess.com/game/live/173519521166
2026-08-25,rapid,Bishops Opening,13,black,middlegame,False,43.0,Bf6,Bd8,rn2k1nr/pp3ppp/2pp2q1/6b1/3p1P2/6P1/PPP1B2P/R1BN1QK1 b kq - 0 13,https://www.chess.com/game/live/173514081786
2026-08-25,rapid,Kings Pawn Opening Kings Knight Variation,20,black,middlegame,True,62.9,a5,Qxg2#,r4rk1/p2bbpp1/2np2qp/3Np3/4Pn2/2BP1N2/PP2BPPP/R2Q1R1K b - - 12 20,https://www.chess.com/game/live/173484833894
2026-08-25,rapid,Kings Pawn Opening Kings Knight Variation,21,black,middlegame,False,33.2,Be6,Nxd5,r4rk1/3bbpp1/2np2qp/p2Np3/4Pn2/2BP1N2/PP2BPPP/R2Q2RK b - - 1 21,https://www.chess.com/game/live/173484833894
2026-08-24,rapid,Kings Pawn Opening Kings Knight Variation,12,black,opening,False,22.3,a6,h5,r3k1nr/pp2bpp1/1npp2qp/3Pp3/4P1b1/5NN1/PPP1BPP1/R1BQ1RK1 b kq - 2 12,https://www.chess.com/game/live/173478104466
2026-08-24,rapid,Kings Pawn Opening Kings Knight Variation,23,black,middlegame,False,21.1,Ra8,Ra5,3b1rk1/1R1n1pp1/3p1nqp/1QpPp3/r3P1b1/P1P2NN1/5PP1/2B2RK1 b - - 1 23,https://www.chess.com/game/live/173478104466
2026-08-24,rapid,Kings Pawn Opening Kings Knight Variation,46,black,endgame,False,26.2,Rxe3,Ra6,6k1/5p2/4r2p/3p2p1/2p5/P1P1R3/5KP1/8 b - - 1 46,https://www.chess.com/game/live/173478104466
2026-08-24,rapid,Kings Pawn Opening Kings Knight Variation,47,black,endgame,True,35.2,f5,Kf8,6k1/5p2/7p/3p2p1/2p5/P1P1K3/6P1/8 b - - 0 47,https://www.chess.com/game/live/173478104466
2026-08-24,rapid,Kings Pawn Opening Kings Knight Variation,54,black,endgame,False,40.0,h4,Kd6,8/8/4k3/P5pp/4Kp2/2P5/6P1/8 b - - 0 54,https://www.chess.com/game/live/173478104466
2026-08-24,rapid,Kings Pawn Opening Kings Knight Variation,55,black,endgame,False,35.3,Kf5,Kd6,8/8/4k3/P5p1/5p1p/2P2K2/6P1/8 b - - 1 55,https://www.chess.com/game/live/173478104466
2026-08-24,rapid,Bishops Opening,4,black,opening,False,34.4,Bc5,Qe7,rnb1kbnr/pppp1pp1/7p/4p3/2B1P2q/3P1N2/PPP2PPP/RNBQK2R b KQkq - 1 4,https://www.chess.com/game/live/173468230032
2026-08-24,rapid,Bishops Opening,23,black,middlegame,False,23.6,a2,Ngf6,4k1nr/3nbpp1/2P1q2p/1Q2p3/3p2P1/p3BN1P/5P2/3NK1R1 b k - 0 23,https://www.chess.com/game/live/173468230032
2026-08-24,rapid,Bishops Opening,27,black,middlegame,False,25.0,dxe3,Nf6,5knr/q3bpp1/7p/1Q2N3/3p2P1/4B2P/p4P2/3NK1R1 b - - 0 27,https://www.chess.com/game/live/173468230032
2026-08-24,rapid,Bishops Opening,29,black,middlegame,True,46.3,a1=Q,exf2+,5knr/3Qbpp1/7p/8/6P1/4p2P/p4P2/3NK1R1 b - - 0 29,https://www.chess.com/game/live/173468230032
2026-08-24,rapid,Bishops Opening,37,black,middlegame,True,32.8,Nf6,Qxe3+,4nk1r/5pp1/7p/8/2Q3P1/4N2P/3q4/5RK1 b - - 0 37,https://www.chess.com/game/live/173468230032
2026-08-24,rapid,Bishops Opening,38,black,middlegame,False,41.9,Qg5,Kg8,5k1r/5pp1/5n1p/5N2/2Q3P1/7P/3q4/5RK1 b - - 2 38,https://www.chess.com/game/live/173468230032
2026-08-24,rapid,Bishops Opening,42,black,middlegame,False,29.1,Kg7,Qe3+,7r/5p1k/3N1npp/6q1/6P1/7P/2Q5/5RK1 b - - 1 42,https://www.chess.com/game/live/173468230032
2026-08-24,rapid,French Defense Advance Variation,22,white,middlegame,False,28.8,exf4,Rg4,2r2rk1/1p2n1p1/1q2p2p/1p1pP1b1/1P1P1p1P/P1N1P1RQ/6P1/RN4K1 w - - 0 22,https://www.chess.com/game/live/173436655912
2026-08-24,rapid,Nimzowitsch Defense Kennedy Linksspringer Variation,26,black,middlegame,False,80.2,cxd5,Rg8,r2r3q/3bkp1N/p1pp2pQ/2nPp2p/2p1P3/2N4P/PPP2P2/2K3R1 b - - 7 26,https://www.chess.com/game/live/173436198968
2026-08-23,rapid,French Defense Steinitz Attack,4,white,opening,False,23.4,Be2,Nc3,rn1qkbnr/pbpp1ppp/1p2p3/4P3/3P4/8/PPP2PPP/RNBQKBNR w KQkq - 1 4,https://www.chess.com/game/live/173419402292
2026-08-23,rapid,Queens Pawn Opening Chigorin Variation,15,black,middlegame,False,27.4,Bd8,cxb5,r4rk1/pp2bpp1/1np1bnqp/1N1p4/3P4/1P3B2/P1PBQPPN/R3R1K1 b - - 2 15,https://www.chess.com/game/live/173414009098
2026-08-23,rapid,Queens Pawn Opening Chigorin Variation,21,black,middlegame,False,39.5,Nd7,Bf5,1r3rk1/pp4p1/1np1b1qp/3pQ3/3P4/1P3B2/P1P2PPN/R3R1K1 b - - 0 21,https://www.chess.com/game/live/173414009098
2026-08-23,rapid,Kings Pawn Opening Kings Knight Variation,5,black,opening,True,44.4,Qe6,Nxf3+,r1b1kbnr/pppp1ppp/5q2/4n1B1/4P3/5N2/PPP2PPP/RN1QKB1R b KQkq - 1 5,https://www.chess.com/game/live/173413555162
2026-08-23,rapid,Kings Pawn Opening,18,white,middlegame,False,51.4,Ne2,Qa3,r4rk1/np4bp/5np1/pP2p1B1/2Pq4/5Q1P/3N1PP1/R3K1NR w KQ - 1 18,https://www.chess.com/game/live/173413357482
2026-08-22,rapid,Caro Kann Defense Advance Variation,16,white,middlegame,True,28.6,Nb5,Qxe6+,r3qrk1/pp2b1p1/2n1p1pp/3pP3/3P2Q1/P1N4P/1P3PP1/R1B2RK1 w - - 2 16,https://www.chess.com/game/live/173344593508
2026-08-22,rapid,Kings Pawn Opening Kings Knight Variation,19,black,middlegame,False,26.9,h5,Kh7,rn3rk1/4npp1/2pp1q1p/1p2p3/p3P2P/P1NPB2b/BPPQ1P2/1K1R2R1 b - - 2 19,https://www.chess.com/game/live/173343897280
2026-08-22,rapid,Kings Pawn Opening Kings Knight Variation,22,black,middlegame,True,21.6,Qxf3,Be6,rn2r1k1/4npp1/2pp1q2/1p2p2p/p3P1bP/P1NPBP2/BPPQ4/1K1R2R1 b - - 0 22,https://www.chess.com/game/live/173343897280
2026-08-21,rapid,Kings Pawn Opening Kings Knight Variation,41,black,middlegame,False,23.7,Nxe5,Re4,6k1/3n4/2N5/p3P3/3N4/4r3/8/6K1 b - - 2 41,https://www.chess.com/game/live/173294305272
2026-08-21,rapid,Kings Pawn Opening,21,white,middlegame,False,49.0,Ne2,Nxd4,r3k1nr/1pp1qp2/3p4/pP2p2p/P1PbP1n1/1N1P2Q1/R4PP1/2B1K1NR w Kkq - 0 21,https://www.chess.com/game/live/173294048356
2026-08-19,rapid,Scandinavian Defense,29,white,middlegame,True,37.6,Qxc4,Qxd8#,3r2k1/5ppp/p3p3/4q3/1Pp4Q/2P4P/P4PP1/R5K1 w - - 3 29,https://www.chess.com/game/live/173199752658
2026-08-18,rapid,Bishops Opening,13,black,middlegame,True,24.7,Qxc2,Qa3,rnb1kb1r/pp3pp1/2p2n1p/3pp3/8/2NP1QNP/PqPB1PP1/1R2R1K1 b kq - 1 13,https://www.chess.com/game/live/173151194334
2026-08-18,rapid,Bishops Opening,17,black,middlegame,False,28.6,Bxd2,dxe4,rnb1k2r/pp3pp1/2p4p/3p4/1b1PN3/5Q1P/P1qB1PP1/3RR1K1 b kq - 0 17,https://www.chess.com/game/live/173151194334
2026-08-18,rapid,Bishops Opening,18,black,middlegame,True,56.1,Kd7,Kd8,rnb1k2r/pp3pp1/2pN3p/3p4/3P4/5Q1P/P1qb1PP1/3RR1K1 b kq - 1 18,https://www.chess.com/game/live/173151194334
2026-08-18,rapid,Bishops Opening,21,black,middlegame,True,26.4,Ke7,Kd7,rnb4r/pp3pp1/2pk2qp/3p4/3P1Q2/7P/P2R1PP1/3R2K1 b - - 2 21,https://www.chess.com/game/live/173151194334
2026-08-18,rapid,Bishops Opening,22,black,middlegame,True,60.8,Kf6,Nd7,rnb4r/ppQ1kpp1/2p3qp/3p4/3P4/7P/P2R1PP1/3R2K1 b - - 4 22,https://www.chess.com/game/live/173151194334
2026-08-18,rapid,Bishops Opening,23,black,middlegame,True,27.8,Kg5,Be6,rnb4r/pp3pp1/2pQ1kqp/3p4/3P4/7P/P2R1PP1/3R2K1 b - - 6 23,https://www.chess.com/game/live/173151194334
2026-08-18,rapid,Bishops Opening,24,black,middlegame,False,27.6,Qf5,Kh4,rnb4r/pp3pp1/2p3qp/3pQ1k1/3P4/7P/P2R1PP1/3R2K1 b - - 8 24,https://www.chess.com/game/live/173151194334
2026-08-18,rapid,Bishops Opening,47,black,middlegame,False,24.2,Qxh5,Kg7,r7/p4p1k/1pp1r1q1/3p1b1R/5P2/5Q2/P5P1/6K1 b - - 0 47,https://www.chess.com/game/live/173151194334
2026-08-17,rapid,Kings Pawn Opening Kings Knight Variation,25,black,middlegame,False,72.5,Rd3,e3,3rr1k1/5pp1/1p4qp/pQp5/2P1p2P/2P3P1/P4P2/2R1R1K1 b - - 2 25,https://www.chess.com/game/live/173102376810
2026-08-17,rapid,French Defense Steinitz Attack,17,white,middlegame,False,35.5,Qd4,Qd1,r3qrk1/2p3bp/p4np1/1p1p1bB1/8/P1PQ3P/1P2NPP1/RN3RK1 w - - 1 17,https://www.chess.com/game/live/173102123672
2026-08-17,rapid,French Defense Steinitz Attack,23,white,middlegame,False,28.5,Nd2,Ne4,2b1rrk1/2p3bp/p5p1/1p4B1/8/P1P2PN1/1P4P1/RN3RK1 w - - 1 23,https://www.chess.com/game/live/173102123672
2026-08-17,rapid,Vienna Game,39,black,middlegame,True,21.2,Bg5,Be7,4r1k1/N4pp1/7p/P3P3/7b/4R1Pn/6K1/8 b - - 1 39,https://www.chess.com/game/live/173101111880
2026-08-16,rapid,Kings Pawn Opening,10,white,opening,False,20.0,g3,Nd2,r2q1rk1/ppp2pbp/2n1bnp1/4p1B1/3pP3/2PP1Q1P/PP2BPP1/RN2K1NR w KQ - 2 10,https://www.chess.com/game/live/173092727122
2026-08-16,rapid,Kings Pawn Opening,19,white,middlegame,True,26.4,f4,f3,r7/1pp3bk/p1n2qpp/4pr2/2Np2nP/2PP2P1/PP1BNPQ1/R4RK1 w - - 4 19,https://www.chess.com/game/live/173092727122
2026-08-16,rapid,Kings Pawn Opening,25,white,middlegame,False,21.6,Rf3,Be5,4r3/1pp3bk/p4qpp/3n1r2/3P1B1P/2P1p1P1/PP4Q1/2N1RRK1 w - - 5 25,https://www.chess.com/game/live/173092727122
2026-08-16,rapid,French Defense Advance Paulsen Attack,21,white,middlegame,True,28.2,Ra1,g4,1r3rk1/1p2npp1/4p2p/p2pPn2/2qP4/1RP2N1P/1BQ2PP1/5RK1 w - - 2 21,https://www.chess.com/game/live/173089891668
2026-08-16,rapid,French Defense Advance Paulsen Attack,44,white,middlegame,False,50.8,Rb6+,Na6,8/2r5/5k1p/1RNpp1p1/2nP4/2P3PP/4KP2/8 w - - 0 44,https://www.chess.com/game/live/173089891668
2026-08-16,rapid,French Defense Advance Paulsen Attack,52,white,middlegame,True,53.2,Kf3,Kd3,8/2r5/7R/2Np1kp1/3P4/4K1PP/2n2P2/8 w - - 11 52,https://www.chess.com/game/live/173089891668
2026-08-16,rapid,Caro Kann Defense,8,white,opening,False,20.6,b3,a4,r3k1nr/pp1nppbp/1qp1b1p1/3pP3/3P4/P4Q1P/1PP1NPP1/RNB1KB1R w KQkq - 3 8,https://www.chess.com/game/live/173087570704
2026-08-16,rapid,Caro Kann Defense,16,white,middlegame,True,36.0,N1c3,Bxe5,r4rk1/pp1npp1p/2q1b1pn/1N1pb3/P2B4/1P1Q3P/2P1BPP1/RN2K2R w KQ - 6 16,https://www.chess.com/game/live/173087570704
2026-08-16,rapid,Caro Kann Defense,17,white,middlegame,True,28.4,Na3,Bxe5,r4rk1/1p1npp1p/p1q1b1pn/1N1pb3/P2B4/1PNQ3P/2P1BPP1/R3K2R w KQ - 0 17,https://www.chess.com/game/live/173087570704
2026-08-16,rapid,French Defense Normal Variation,8,black,opening,False,22.2,d5,dxe5,rnb1kbnr/1pp2pp1/p2pp2p/4P2q/3P4/2NB1N2/PPPB1PPP/R2QK2R b KQkq - 2 8,https://www.chess.com/game/live/173085690772
2026-08-16,rapid,French Defense Normal Variation,13,black,middlegame,True,20.2,Qh5,f5,r3k1nr/1ppbbpp1/p1n1p1qp/3pP3/3P4/P1NB1N2/1PPB1PPP/R2QR1K1 b kq - 2 13,https://www.chess.com/game/live/173085690772
2026-08-16,rapid,French Defense Normal Variation,16,black,middlegame,True,58.9,O-O-O,Qxd1,r3k1nr/1ppb2p1/p1n1pb1p/3p3q/3P4/P1NBR3/1PPB1PPP/R2QN1K1 b kq - 1 16,https://www.chess.com/game/live/173085690772
2026-08-16,rapid,Birds Opening,21,black,middlegame,True,26.1,Re8,Ng6,r1b2rk1/pp2npp1/2p4p/3p1q2/3B1P2/P2R2P1/2P2QBP/4R1K1 b - - 5 21,https://www.chess.com/game/live/173085337102
2026-08-16,rapid,Birds Opening,22,black,middlegame,True,28.5,Qg4,Qd7,r1b1r1k1/pp2npp1/2p4p/3pRq2/3B1P2/P2R2P1/2P2QBP/6K1 b - - 7 22,https://www.chess.com/game/live/173085337102
2026-08-16,rapid,Birds Opening,23,black,middlegame,True,20.6,Qg6,Qd7,r1b1r1k1/pp2npp1/2p4p/3pR3/3B1Pq1/P2R1BP1/2P2Q1P/6K1 b - - 9 23,https://www.chess.com/game/live/173085337102
2026-08-16,rapid,Birds Opening,25,black,middlegame,True,29.7,Qd6,Qxd4,r1b1r1k1/pp2npp1/2p2q1p/3p2RB/3B1P2/P2R2P1/2P2Q1P/6K1 b - - 13 25,https://www.chess.com/game/live/173085337102
2026-08-16,rapid,Birds Opening,27,black,middlegame,True,47.0,Qd8,Qxg4,r1b1r1k1/pp1qnpp1/2p4p/3pB1R1/5PB1/P2R2P1/2P2Q1P/6K1 b - - 17 27,https://www.chess.com/game/live/173085337102
2026-08-16,rapid,Birds Opening,33,black,middlegame,False,80.5,Kxg7,fxg6,2rqr3/pp3pBk/2p3Pp/3p4/8/P2R2P1/2P2Q1P/6K1 b - - 0 33,https://www.chess.com/game/live/173085337102
2026-08-16,rapid,Kings Pawn Opening,7,white,opening,False,21.0,b4,d3,r1bq1rk1/pppp1pbp/2n2np1/4p3/2B1P3/2P2Q1P/PP1P1PP1/RNB1K1NR w KQ - 1 7,https://www.chess.com/game/live/173079589518
2026-08-15,rapid,Kings Pawn Opening,31,white,middlegame,True,23.9,Nxb6,Rd1,4r2k/2nN1r1p/pp4p1/5p2/PP6/2b2P1P/6P1/1RB2RK1 w - - 2 31,https://www.chess.com/game/live/173043324024
2026-08-15,rapid,Kings Pawn Opening,39,white,middlegame,True,35.7,Bg5,Rd8+,7k/2n2rbp/p5pB/P4p2/1P6/5P1P/6P1/3R3K w - - 3 39,https://www.chess.com/game/live/173043324024
2026-08-15,rapid,Kings Pawn Opening,54,white,endgame,False,23.9,f4,Kf2,8/r5k1/p2R3p/P5p1/1P4P1/2n2PK1/8/8 w - - 10 54,https://www.chess.com/game/live/173043324024
2026-08-15,rapid,Kings Pawn Opening,28,white,middlegame,False,29.2,f3,f4,r2r2k1/6pp/p7/1p1Pp3/3n4/2N4P/R4PP1/3R2K1 w - - 5 28,https://www.chess.com/game/live/173042025200
2026-08-15,rapid,Kings Pawn Opening,47,white,endgame,True,30.1,Nd5+,Kb2,8/4k1pp/8/p6P/6P1/r1N2P2/8/1K6 w - - 1 47,https://www.chess.com/game/live/173042025200
2026-08-15,rapid,Pirc Defense,15,white,middlegame,False,25.6,Qxd5,O-O-O,r1bqr1k1/pppn1pb1/7p/3pP1p1/8/2PB1QBP/PP3PP1/R3K1NR w KQ - 2 15,https://www.chess.com/game/live/173038587878
